midi_filename,dataset_name,file_path,processing_time,timestamp,tonal_certainty_piece,pitch_class_entropy_piece,melodic_interval_entropy_piece,ioi_entropy_piece,max_polyphony,avg_polyphony,std_polyphony,polyphony_density,mean_max_polyphony_measures,std_max_polyphony_measures,mean_avg_polyphony_measures,std_avg_polyphony_measures,mean_polyphony_density_measures,std_polyphony_density_measures,atc_score,atc_processing_time,mean_tonal_certainty_measures,mean_pitch_class_entropy_measures,max_melodic_interval_entropy_piece,max_mean_melodic_interval_entropy_measures,max_ioi_entropy_piece,max_mean_ioi_entropy_measures
832.mid,pop909,/depot/yunglu/data/transcription/POP909/832/832.mid,199.9211986064911,2025-10-02 16:09:36.920381,1.1691274181988498,2.802206858293787,3.7766749704158866,2.4753166260325097,9.0,4.066705084829789,1.5282611549158782,0.9473609200530417,7.5,0.8660254037844386,4.0614759959627,0.4248812200226278,0.9545730094115331,0.02438072934105596,0.0,3.4485983848571777,,,,,,
322.mid,pop909,/depot/yunglu/data/transcription/POP909/322/322.mid,200.63319730758667,2025-10-02 16:09:37.620592,1.0803071342378017,2.67227611583596,3.39558370700884,2.1245562388022496,8.0,3.8473172460552036,1.858742150613244,0.8565473989151863,7.625,0.4841229182759271,3.9150003668145685,0.5675227640802107,0.8995760037019374,0.12347478497930052,0.0,4.440829515457153,,,,,,
068.mid,pop909,/depot/yunglu/data/transcription/POP909/068/068.mid,201.76876211166382,2025-10-02 16:09:38.759199,1.235934144494671,2.756583352169195,3.7753844301956825,2.0257476064193742,10.0,4.412102568692428,1.7658454438184636,0.9199524844790279,8.375,0.9921567416492215,4.281993191529401,0.47675625021285145,0.9195847377504195,0.02215441606811416,0.0,3.6599576473236084,,,,,,
403.mid,pop909,/depot/yunglu/data/transcription/POP909/403/403.mid,141.4769048690796,2025-10-02 16:09:38.919588,1.1189539754257054,2.618778387132418,3.4652873487843943,1.327325279327119,8.0,3.677052823416735,1.3982431159794593,0.935572354412489,7.25,0.4330127018922193,3.5500921157946164,0.2698240662035387,0.9123466995919027,0.018971881807280006,0.0,5.647403001785278,,,,,,
773.mid,pop909,/depot/yunglu/data/transcription/POP909/773/773.mid,204.25858640670776,2025-10-02 16:09:41.250612,1.2148193172228396,2.9156547002574715,3.936605338377078,1.7969721542973174,14.0,3.6896727080987572,1.6427725600033547,0.9428742552306103,9.0,2.0,3.724065555245973,0.3893959463441803,0.929010060139005,0.019435235439592444,0.0,4.149094820022583,,,,,,
360.mid,pop909,/depot/yunglu/data/transcription/POP909/360/360.mid,208.63796162605286,2025-10-02 16:09:45.629558,1.4011370117446327,2.6619286610131776,3.7853818083317514,2.0959997728329114,8.0,3.9635142886062265,1.2713913339365133,0.9913154964742406,7.375,0.4841229182759271,3.9261296626348536,0.2072419192830118,0.9822947922380239,0.005874886833316506,0.0,3.5818419456481934,,,,,,
731.mid,pop909,/depot/yunglu/data/transcription/POP909/731/731.mid,217.65131902694702,2025-10-02 16:09:54.640999,1.0032938033644903,3.1279566014246662,3.9554441822022777,1.7154788004257706,9.0,3.735282169335458,1.519416730890413,0.9475100714309892,7.5,0.8660254037844386,3.659593450269911,0.42736848026032964,0.9265408557092565,0.01853508060587997,0.0,3.9053001403808594,,,,,,
491.mid,pop909,/depot/yunglu/data/transcription/POP909/491/491.mid,167.41629552841187,2025-10-02 16:10:05.055584,0.9975250182408206,2.543046191922369,3.322119890431785,1.887332165170899,8.0,3.2571701984298547,2.090861953533936,0.7880671853594464,7.375,0.4841229182759271,3.297770419675964,0.2793056753944533,0.8033765788863977,0.04110043023659595,0.0,4.104933738708496,,,,,,
850.mid,pop909,/depot/yunglu/data/transcription/POP909/850/850.mid,32.183194637298584,2025-10-02 16:10:09.805319,,,,,,,,,,,,,,,0.0,4.8052589893341064,,,,,,
376.mid,pop909,/depot/yunglu/data/transcription/POP909/376/376.mid,241.0580177307129,2025-10-02 16:10:18.043499,1.2698263663235663,2.787088212755879,3.849484268676692,1.7201295876444331,10.0,3.5919221675258735,1.5202874556531385,0.9235009108880191,7.5,1.0,3.520714918940998,0.3634890928443676,0.8949948035924056,0.030796764266755126,0.0,3.0693345069885254,,,,,,
836.mid,pop909,/depot/yunglu/data/transcription/POP909/836/836.mid,247.52832198143005,2025-10-02 16:10:24.526005,1.4311647598289585,2.8613724157305636,4.00311816285044,1.9953603776211486,11.0,3.87319224733873,1.6568146880153842,0.8926799270537343,8.0,1.224744871391589,3.9492486698427163,0.43720132532747125,0.9052323038148156,0.03899445665644942,0.0,4.419789552688599,,,,,,
630.mid,pop909,/depot/yunglu/data/transcription/POP909/630/630.mid,254.19222736358643,2025-10-02 16:10:31.172437,1.0767295535913333,2.8201750555198104,3.967546413521782,1.814311236730698,10.0,4.330550342122755,1.843184918980421,0.9134467290034247,9.0,1.0,4.241020386744687,0.3652105514582796,0.919294736322575,0.025546569736251384,0.0,4.428138256072998,,,,,,
032.mid,pop909,/depot/yunglu/data/transcription/POP909/032/032.mid,163.82448506355286,2025-10-02 16:10:33.816994,1.0080064483369489,2.7416294739948093,3.8880655283577856,2.0870746554740753,9.0,3.9923963571638437,1.6083440556990989,0.919556914994729,8.25,0.82915619758885,3.9077657541573396,0.20828870036409008,0.9236786309018011,0.021750381973315823,0.0,2.8716325759887695,,,,,,
528.mid,pop909,/depot/yunglu/data/transcription/POP909/528/528.mid,263.4282429218292,2025-10-02 16:10:40.434485,1.4013906720490006,2.8676473837112897,4.064760934159129,1.8641891045913286,10.0,4.13938936272338,1.8982041862868748,0.9086380943238858,8.75,1.299038105676658,3.99541834211586,0.5626594364123054,0.8936328878775266,0.042226264579731686,0.0,4.436038494110107,,,,,,
094.mid,pop909,/depot/yunglu/data/transcription/POP909/094/094.mid,265.60957884788513,2025-10-02 16:10:42.611584,1.3572485770522027,2.906401451981697,3.5924082373324784,2.3117241253805805,12.0,3.7535852354583263,1.9012529757920225,0.8509131573776585,9.625,1.653594569415369,3.594442518259374,0.21203478566504508,0.8496287700788598,0.02365044316785627,0.0,5.200009822845459,,,,,,
119.mid,pop909,/depot/yunglu/data/transcription/POP909/119/119.mid,274.89551424980164,2025-10-02 16:10:51.899694,1.186328105761572,2.7163110330718725,3.927511360939609,2.1499014756233246,8.0,3.3687895919645556,1.7296977396851299,0.829483042141947,7.25,0.82915619758885,3.272105490155927,0.16932174672961692,0.8265883465985597,0.026884073730105727,0.0,4.271839141845703,,,,,,
878.mid,pop909,/depot/yunglu/data/transcription/POP909/878/878.mid,279.6529908180237,2025-10-02 16:10:56.653445,1.1378204208475111,2.8697319084346034,3.8225407525026704,2.5721342799407827,9.0,3.935664690263654,1.486319414227509,0.9439061653441186,7.625,0.8569568250501305,3.901118352843139,0.4664547861685404,0.919713590271426,0.03815694102555473,0.0,4.221677541732788,,,,,,
500.mid,pop909,/depot/yunglu/data/transcription/POP909/500/500.mid,25.614596843719482,2025-10-02 16:11:06.109684,,,,,,,,,,,,,,,0.0,4.9063401222229,,,,,,
044.mid,pop909,/depot/yunglu/data/transcription/POP909/044/044.mid,292.5304582118988,2025-10-02 16:11:09.535653,1.137278037382662,2.7249439055752,3.763630652326216,1.7674832905176103,11.0,3.7786396039131867,1.9666866327558612,0.8421136285970863,8.875,1.3635890143294642,3.7946086308363993,0.25392938876955745,0.8601766232625031,0.010143988092709165,0.0,5.142227411270142,,,,,,
761.mid,pop909,/depot/yunglu/data/transcription/POP909/761/761.mid,293.13384079933167,2025-10-02 16:11:10.132117,1.2227869844872774,2.981181141784544,4.009422480780506,1.8264011379130325,10.0,3.829907834451523,1.5237002495801093,0.9411751297383958,8.0,0.8660254037844386,3.840964208848693,0.23868213408620717,0.9315755864087896,0.018766352339460127,0.0,4.74181604385376,,,,,,
711.mid,pop909,/depot/yunglu/data/transcription/POP909/711/711.mid,293.44883942604065,2025-10-02 16:11:10.451895,0.919279358946131,2.5951086126452094,3.6182805791097747,1.648989901902314,11.0,4.100148992233087,1.4833609232069225,0.9596893236028531,8.75,1.479019945774904,4.135877695748751,0.20700144639303747,0.9346250001211862,0.015309070166026388,0.0,4.176331281661987,,,,,,
014.mid,pop909,/depot/yunglu/data/transcription/POP909/014/014.mid,301.8060095310211,2025-10-02 16:11:18.800989,0.9269561998634919,2.844626459918464,3.794179528534954,2.477639363769072,8.0,3.3049484128890345,1.6985428804245213,0.832834275405251,7.5,0.8660254037844386,3.176134802486157,0.2646481867033495,0.832479021990524,0.03164376530249985,0.0,4.217232704162598,,,,,,
382.mid,pop909,/depot/yunglu/data/transcription/POP909/382/382.mid,307.60877752304077,2025-10-02 16:11:24.615377,1.1648232692454115,2.63833623983944,3.636192112523689,1.214085206338236,9.0,3.6521293503393073,1.4161000147877747,0.9629177248386248,7.375,0.6959705453537527,3.676453440033585,0.35185236284882226,0.9441425805147101,0.026508825637448483,0.0,4.387096405029297,,,,,,
558.mid,pop909,/depot/yunglu/data/transcription/POP909/558/558.mid,115.31694340705872,2025-10-02 16:11:25.078116,1.1860217317981365,2.8201919831922346,3.9436628430298897,1.686956454089637,9.0,4.083039042574061,1.78358880114091,0.894504937544961,7.75,0.82915619758885,3.8083069832794525,0.4123472320254638,0.8830932951245358,0.03991922732976369,0.0,4.495092153549194,,,,,,
723.mid,pop909,/depot/yunglu/data/transcription/POP909/723/723.mid,312.32766461372375,2025-10-02 16:11:29.323178,1.238674127766871,2.642424844741281,3.6725190302584956,2.17757275282154,9.0,3.5528702500544176,1.577456098800962,0.9301945160843494,7.875,0.5994789404140899,3.6013584391359297,0.17988449321181219,0.9158261017694023,0.02287439678654453,0.0,3.774420738220215,,,,,,
070.mid,pop909,/depot/yunglu/data/transcription/POP909/070/070.mid,113.27199292182922,2025-10-02 16:11:30.194000,1.0053283163169837,2.888572958598759,3.774128675543954,1.7822506323925835,13.0,4.738542763102938,2.2373731396775045,0.8775750588942908,9.0,2.345207879911715,4.381818613670454,1.3212140645869568,0.8638380766373879,0.1875107966144043,0.0,4.172355651855469,,,,,,
465.mid,pop909,/depot/yunglu/data/transcription/POP909/465/465.mid,314.18548703193665,2025-10-02 16:11:31.185102,0.9905117480715342,3.3509935972036584,4.050883614165336,2.2750381562971262,11.0,3.9740105512411636,1.849092488940987,0.9012170633578269,8.625,1.1110243021644486,3.9149773945896107,0.3550418007320195,0.898803745892119,0.02834628556557556,0.0,5.224752187728882,,,,,,
705.mid,pop909,/depot/yunglu/data/transcription/POP909/705/705.mid,314.32984256744385,2025-10-02 16:11:31.307442,0.896597510776295,2.617737353892106,3.6634208869730935,1.8430038726731648,9.0,3.937693111173883,1.6299998731337924,0.9230542401303886,8.25,0.6614378277661477,3.9115903866703063,0.4557690272079615,0.9143286426273267,0.020094086850983156,0.0,3.582090139389038,,,,,,
554.mid,pop909,/depot/yunglu/data/transcription/POP909/554/554.mid,113.83797526359558,2025-10-02 16:11:32.806850,0.935456659628015,2.6836473740286673,3.3982689650705464,2.035526596910954,7.0,3.6205722205722304,1.6856635920686247,0.8756624756624756,6.875,0.33071891388307384,3.557643415386591,0.3446140370017499,0.8764442522329136,0.04558474703593704,0.0,5.126629114151001,,,,,,
145.mid,pop909,/depot/yunglu/data/transcription/POP909/145/145.mid,153.2846667766571,2025-10-02 16:11:37.730881,1.44526794308088,3.060276455958092,3.7931866057152694,1.9827867663644554,10.0,4.080865929790974,1.883822083850604,0.8984726617867052,8.5,1.5,3.8078225004895794,0.589316749515117,0.8750029586250723,0.03464599150209544,0.0,4.304158687591553,,,,,,
394.mid,pop909,/depot/yunglu/data/transcription/POP909/394/394.mid,321.19706535339355,2025-10-02 16:11:38.195814,1.2200972041632268,3.4271308493549077,3.8830920029290485,1.8221116107279562,7.0,2.799435273478763,1.2538454798748044,0.8643277455905956,6.25,0.6614378277661477,2.8462220344498936,0.2839949666987461,0.8467937792448605,0.03796888028925893,0.0,4.631640672683716,,,,,,
743.mid,pop909,/depot/yunglu/data/transcription/POP909/743/743.mid,322.27211570739746,2025-10-02 16:11:39.257196,1.1131623214164381,2.754367111682839,3.753132468880691,1.8010653158839762,10.0,3.934780549894955,1.6280581554362719,0.9270873477619331,7.875,1.2686114456365274,3.8316020824837977,0.3180385183036247,0.9138771771030963,0.02012285786052649,0.0,5.610695838928223,,,,,,
390.mid,pop909,/depot/yunglu/data/transcription/POP909/390/390.mid,336.9211494922638,2025-10-02 16:11:53.922088,0.9178148931755145,2.601685080828438,3.5608161641498257,1.6087018243223479,7.0,2.883170165460826,1.2705814318848856,0.8564347922219916,6.125,0.5994789404140899,2.8203725104862416,0.29037350940064227,0.8418556437358147,0.05755558684284761,0.0,3.7694547176361084,,,,,,
246.mid,pop909,/depot/yunglu/data/transcription/POP909/246/246.mid,48.56925082206726,2025-10-02 16:11:59.021786,1.0309413002820702,2.7923397047459604,3.5683381564464614,2.3898987516005685,9.0,4.104491438606556,1.9344441714811265,0.8471615280543173,7.875,0.5994789404140899,3.6823723946766953,0.20694586147999505,0.8499654440532414,0.04582187906921206,0.0,4.291305065155029,,,,,,
086.mid,pop909,/depot/yunglu/data/transcription/POP909/086/086.mid,357.79299998283386,2025-10-02 16:12:14.800629,0.989867838790116,2.647256753689391,3.588824348273586,1.602957191901556,10.0,3.709411990488532,1.5529720931740518,0.9288200833626422,8.5,0.7071067811865476,3.7964355239866574,0.3001769221557038,0.901908327771344,0.03967704542230582,0.0,5.559903383255005,,,,,,
457.mid,pop909,/depot/yunglu/data/transcription/POP909/457/457.mid,360.65777039527893,2025-10-02 16:12:17.663691,0.8402047534007462,2.83974527330706,3.62144405032154,1.8847316912744778,9.0,3.68454615284335,1.8781107312524994,0.8554233074371013,8.375,0.6959705453537527,3.6936121181837454,0.5476160515913107,0.8574615156427541,0.16297286801901417,0.0,4.370715141296387,,,,,,
791.mid,pop909,/depot/yunglu/data/transcription/POP909/791/791.mid,326.6828520298004,2025-10-02 16:12:28.843300,1.0843082799664108,2.9661298804018754,3.979551565711767,1.8324506297820409,12.0,3.785805387903969,1.675980112457857,0.9187959429117324,8.875,1.3635890143294642,3.8814504610838414,0.3393328575905318,0.9295393291768832,0.021477184654411806,0.0,4.171828746795654,,,,,,
352.mid,pop909,/depot/yunglu/data/transcription/POP909/352/352.mid,373.13914704322815,2025-10-02 16:12:30.135524,0.9247143254761552,2.7230981111998704,3.6571911368306496,1.9513535276646188,9.0,4.244967171306089,1.3948356665629005,0.9919556134353472,8.375,0.6959705453537527,4.299493005145118,0.31084470465088976,0.9830796760436041,0.022482835758869384,0.0,4.539451837539673,,,,,,
187.mid,pop909,/depot/yunglu/data/transcription/POP909/187/187.mid,169.31682443618774,2025-10-02 16:12:30.568884,1.1342031655603613,2.6750128524481327,3.617927447255373,2.5131164598918363,14.0,4.058716858714123,1.9406535979268722,0.8727155920665953,10.25,2.277608394786075,3.9308986972385562,0.30615877064275987,0.8759310090549899,0.04012074874878125,0.0,4.375549554824829,,,,,,
469.mid,pop909,/depot/yunglu/data/transcription/POP909/469/469.mid,373.85968232154846,2025-10-02 16:12:30.857743,1.1237954434495996,2.6319894371633348,3.52058896493167,1.9016202499516988,10.0,3.759411738477771,1.5184216642713237,0.9278718249780775,8.0,1.118033988749895,3.8214859531543124,0.28440025252436335,0.9306829537138435,0.026395670984403947,0.0,4.132371664047241,,,,,,
157.mid,pop909,/depot/yunglu/data/transcription/POP909/157/157.mid,359.5309944152832,2025-10-02 16:12:35.911840,0.9455472935164798,2.6183221589979246,3.750825952078468,2.3288148040684726,11.0,4.44861766257068,2.082046726681809,0.9006560496054349,8.625,0.9921567416492215,4.423445935698446,0.8619825146484483,0.904927022321485,0.048072139570746866,0.0,4.324472188949585,,,,,,
415.mid,pop909,/depot/yunglu/data/transcription/POP909/415/415.mid,403.8482189178467,2025-10-02 16:13:00.851615,0.9440442794793724,3.223260975747392,3.9757018442125083,1.7101085792281256,8.0,3.688560500456648,1.4916960940143797,0.9058347696512322,7.5,0.7071067811865476,3.6724736811224123,0.24463468749110856,0.8993315863613537,0.021030225691442923,0.0,4.547259092330933,,,,,,
580.mid,pop909,/depot/yunglu/data/transcription/POP909/580/580.mid,94.29078841209412,2025-10-02 16:13:05.675062,1.4511770727061628,2.9308642210069693,4.001677489016451,1.1267282617575127,8.0,3.7906277958066577,1.4974662373425136,0.9424345990708655,7.125,0.5994789404140899,3.6620406076405736,0.3654571389290848,0.9213673218510023,0.03517752088976726,0.0,4.170522928237915,,,,,,
238.mid,pop909,/depot/yunglu/data/transcription/POP909/238/238.mid,59.15956163406372,2025-10-02 16:13:13.961264,1.1555646186407686,2.687121163103526,3.4244225845374974,1.1419518625834681,9.0,3.975520519845038,1.6573433303284457,0.9244386731005815,7.875,0.9270248108869579,3.552126751322338,0.3214832129273734,0.8517993998323389,0.042178346223298774,0.0,4.79231595993042,,,,,,
427.mid,pop909,/depot/yunglu/data/transcription/POP909/427/427.mid,417.8013503551483,2025-10-02 16:13:14.797286,1.035003136793451,2.6847314930695685,3.706253462303538,1.6517149244290412,9.0,4.0011993831743675,1.6705264448617567,0.9122673418749727,8.5,0.7071067811865476,4.029692354921858,0.4498842303289995,0.9142759385367158,0.03669895733989898,0.0,4.590102672576904,,,,,,
647.mid,pop909,/depot/yunglu/data/transcription/POP909/647/647.mid,45.136605739593506,2025-10-02 16:13:15.995403,,,,,,,,,,,,,,,0.0,4.553252696990967,,,,,,
103.mid,pop909,/depot/yunglu/data/transcription/POP909/103/103.mid,310.5273914337158,2025-10-02 16:13:18.130339,0.9044769461990471,2.6871346598266412,3.6988287457880675,2.265662197801384,11.0,3.9234989172517882,1.9775532642724096,0.8701489599055056,8.5,1.5,3.6259746063887315,0.24285829563608685,0.845426272091501,0.0167254918398841,0.0,5.007797956466675,,,,,,
660.mid,pop909,/depot/yunglu/data/transcription/POP909/660/660.mid,421.70721554756165,2025-10-02 16:13:18.696529,0.9891022976573172,2.6299846950644947,3.432881094997687,2.3833013912354444,10.0,3.84688666475245,1.5739098130674436,0.9192850404036256,8.125,0.7806247497997998,3.7018074092323623,0.4239661256203459,0.89005175412289,0.03815447707051771,0.0,4.476783990859985,,,,,,
874.mid,pop909,/depot/yunglu/data/transcription/POP909/874/874.mid,438.0814833641052,2025-10-02 16:13:35.083667,1.2926742495567212,2.675189648847417,3.4360619669534156,2.14427552636788,8.0,4.013309088425615,1.4630020633620302,0.9420555242534445,7.75,0.6614378277661477,3.998868344642225,0.25706026477091043,0.9317188536784637,0.016715156135206858,0.0,4.66601824760437,,,,,,
572.mid,pop909,/depot/yunglu/data/transcription/POP909/572/572.mid,39.17468738555908,2025-10-02 16:13:40.027355,1.3212582554712957,2.9378527770902614,3.5867409073945384,1.681200694675062,9.0,3.5132305923266776,1.5428473722390155,0.8828808615660761,7.5,0.7071067811865476,3.387464477643154,0.27875682227374843,0.8676359679064832,0.010083977531394438,0.0,4.336406946182251,,,,,,
