midi_filename,dataset_name,file_path,processing_time,timestamp,tonal_certainty_piece,mean_tonal_certainty_measures,pitch_class_entropy_piece,mean_pitch_class_entropy_measures,max_melodic_interval_entropy_piece,max_mean_melodic_interval_entropy_measures,max_ioi_entropy_piece,max_mean_ioi_entropy_measures,max_polyphony,avg_polyphony,std_polyphony,polyphony_density,mean_max_polyphony_measures,std_max_polyphony_measures,mean_avg_polyphony_measures,std_avg_polyphony_measures,mean_polyphony_density_measures,std_polyphony_density_measures,atc_score,atc_processing_time
0924.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0924.mid,128.9873764514923,2025-09-22 10:23:03.777017,0.7331243236533366,0.9325773287472536,3.144059030048948,3.144059030048948,3.781198444775408,2.9966703039020404,2.0559829518195887,1.3808508018806558,5,3.279296875000005,1.677668435840421,0.7617187499999998,3.875,1.4523687548277813,3.3339000277387703,1.4229087687574598,0.8159663710753974,0.17873581179966974,0.0,80.34873557090759
0900.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0900.mid,130.36943244934082,2025-09-22 10:23:05.166384,0.8664692220972253,0.9197291006637416,3.1049902942888723,3.1049902942888723,3.6154482520204794,3.4530824851887325,1.6894922146736746,1.4109896363920782,6,4.975069599509,1.4304137818461364,1.0,5.625,0.9921567416492215,4.955084369893317,1.1369678686236215,0.9962960930640913,0.006415589667545154,0.0,83.76055836677551
0398.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0398.mid,130.8677670955658,2025-09-22 10:23:05.667708,1.2188292829940903,0.802449071969737,2.8645482476129445,2.8645482476129445,3.5375960478268498,3.3740160127131693,0.8453509366224364,0.7871265862012691,5,5.000000000000003,2.6645352591003757e-15,1.0,5.0,0.0,4.992559523809524,0.01968564963589718,0.9985119047619048,0.003937129927179437,0.0,86.70905613899231
2131.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2131.mid,132.0334861278534,2025-09-22 10:23:06.800976,0.8255211457979841,0.8507290186632835,3.0515077817660003,3.0515077817660003,3.618166144595958,3.2171820739588775,1.6717709879736133,0.794615825715287,5,2.508445945945961,1.0429604517118196,0.9560810810810811,3.375,1.4086784586980805,2.362807607274716,0.4702684523291622,0.9331669381456256,0.09100131527921439,0.0,88.85601305961609
0967.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0967.mid,132.54741048812866,2025-09-22 10:23:07.350091,0.8796168632388872,0.8365551807524172,3.261322198550474,3.261322198550474,3.5518975856166524,3.33023686463529,1.2595719799592044,1.2144197203496203,5,3.4000000000000363,1.4966629547095736,1.0,3.875,1.4523687548277813,3.362704918032787,1.358764177489811,0.9877049180327868,0.007098568883479013,0.0,88.35618472099304
1779.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1779.mid,134.7704212665558,2025-09-22 10:23:09.559156,1.1430697039736955,0.9384034163841012,2.6414141098355066,2.6414141098355066,3.418767307143094,3.2079609704317393,0.48122566384173693,0.2817721111447797,5,4.094339622641475,1.3772292521429963,0.8490566037735848,4.75,0.4330127018922193,4.547995296054302,0.48994685670362437,0.9527445035985409,0.09930905619020597,0.0,97.67008519172668
0176.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0176.mid,135.55660152435303,2025-09-22 10:23:10.344468,0.8611193875888317,0.8695646649702317,3.131211895672896,3.131211895672896,3.6236793973514003,3.4007634583448625,1.645354913768621,1.5134141309173277,5,4.758620689655173,0.42791978089623384,1.0,5.0,0.0,4.786733471308935,0.2769103715886149,0.9958333333333333,0.007216878364870344,0.0,91.01826691627502
0489.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0489.mid,135.66614818572998,2025-09-22 10:23:10.468228,0.9290918294878623,1.0104781586573268,2.7701078514532838,2.7701078514532838,3.885302659301462,3.257127755818848,1.072733094657014,0.817024950469384,5,4.173370081384362,0.7995566568008309,0.9586685040692178,4.5,0.5,4.260775089605735,0.6894263453292286,0.9459229390681003,0.09963278330435933,0.0,93.16501069068909
2259.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2259.mid,137.84164786338806,2025-09-22 10:23:12.643375,1.0718433431331889,0.9841729715074043,2.9926329321780276,2.9926329321780276,3.475196502452759,3.2544771447870318,1.2306701895182393,0.8956135374044145,4,3.939393905234125,0.23860636211783023,1.0,4.0,0.0,3.9045454545454543,0.16558186909169986,0.9886363636363636,0.030065355807552176,0.0,94.39125180244446
1854.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1854.mid,149.11366605758667,2025-09-22 10:23:23.874018,0.8049455498879581,0.8498743259113721,2.9815047938917907,2.9815047938917907,3.64165339542518,2.871879372094582,1.9942994759573032,0.8962406251802889,6,2.2604752901273413,1.8727870718235275,0.31743344137519547,3.625,2.117634293262177,2.7826195062504913,1.7890362185525597,0.4494565217391304,0.43558045003180007,0.0,103.46975469589233
0508.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0508.mid,149.30044651031494,2025-09-22 10:23:24.062685,0.8727630381840847,0.8131687678579619,2.927993105150927,2.927993105150927,3.2682394553387972,3.1268354211596483,1.4329774574327339,1.2415282568922241,5,2.977941176470602,1.5132595893550695,0.862132352941177,3.875,1.4523687548277813,3.0074289046735303,1.235058272640291,0.8985483821969864,0.06965326827934495,0.0,102.15031933784485
1376.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1376.mid,150.98037147521973,2025-09-22 10:23:25.775492,1.00499056801408,1.0402420692778611,3.3238427287014303,3.3238427287014303,3.66709343587644,3.019786049590479,1.5487290032420458,1.0795203816580872,5,4.1739130434782306,1.0488989636360715,1.0,4.75,0.6614378277661477,4.50722265811937,0.7234663704893926,0.9967328370554177,0.005776156418914345,0.0,92.5334997177124
2531.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2531.mid,151.56241393089294,2025-09-22 10:23:26.363398,1.0179796609414233,1.0113384120192805,3.4316621252601354,3.4316621252601354,3.8230693890586482,3.6869573973706578,1.8405745219327163,1.7760039879971212,10,4.9868421052631575,3.0021633474118237,1.0,6.25,2.9047375096555625,5.114645396635529,2.4347698453212985,0.9977272727272728,0.006013071161510435,0.0,101.83121538162231
2559.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2559.mid,157.79684376716614,2025-09-22 10:23:32.592501,1.035012486549179,0.9623297324261715,3.0863182707032526,3.0863182707032526,3.637230066792839,3.1145656899967147,0.8112781244591328,0.5990816969782815,5,3.452054253196884,1.630539659318209,0.7077625109289754,4.25,1.299038105676658,3.683925985623672,1.5130353867013195,0.7322072072072072,0.3836483471846852,0.0,101.38742923736572
1039.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1039.mid,159.64912295341492,2025-09-22 10:23:34.452123,1.1003570987700795,1.0855208949727093,2.804758548040648,2.804758548040648,3.332496734655423,3.26632665579857,1.2682650449469532,1.1251490567347715,5,3.88912820818334,1.0987707475914053,0.8891282081833449,4.375,0.4841229182759271,4.109819529266452,0.4988390391395031,0.9528345799309225,0.09290382024313296,0.0,112.86532545089722
2298.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2298.mid,159.68940925598145,2025-09-22 10:23:34.456416,1.0247790194010422,0.9215784169217744,3.1019621140691984,3.1019621140691984,3.855933561501276,3.246056771167787,1.47814890629401,1.0103275919919978,6,4.657387539323149,0.6717480621443893,1.0,4.875,0.7806247497997998,4.746313333431329,0.6222745691514991,0.9983552631578947,0.004351564656356248,0.0,110.09172344207764
1664.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1664.mid,174.29824709892273,2025-09-22 10:23:49.087418,0.8693395574115363,0.8421947786616367,2.967139126786989,2.967139126786989,3.6504255133323786,3.1064556721141603,1.2639334294856335,0.840760562388186,5,4.614304487910194,0.48675916431391636,1.0,4.75,0.4330127018922193,4.649076488483269,0.46001421191495545,0.9897435897435898,0.021907701911070585,0.0,117.68968963623047
0224.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0224.mid,179.22863817214966,2025-09-22 10:23:54.024686,0.7353572285082693,1.043174865994504,3.116980387281295,3.116980387281295,3.5622135251982256,2.7620921137976246,0.8127992805203971,0.5685432797863593,5,3.9999999999999942,1.1206310514564464,1.0,4.5,1.0,3.88749297667618,0.9281907630612883,0.9880773092369477,0.02727727752462362,0.0,123.81529688835144
0892.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0892.mid,189.78589701652527,2025-09-22 10:24:04.528494,0.9606621256789505,0.9747169443968008,2.7163303620948698,2.7163303620948698,3.6362488224863867,3.38044280858263,1.7776606186094994,1.6497297629198353,6,4.881828899283034,0.6426645497256938,1.0,5.5,0.5,4.920352161949003,0.31513927648677287,0.9981617647058824,0.004863513439456951,0.0,121.97387099266052
0716.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0716.mid,200.54638123512268,2025-09-22 10:24:15.311789,1.0319064877022206,1.0039170950732559,3.0212286090425713,3.0212286090425713,3.528808320938311,3.267760626792032,1.2792825809557362,0.9127304690825603,5,2.2666666666666626,1.6918103387265975,0.46666666666666673,3.75,1.6393596310755,2.8038708959746756,1.2139854948711974,0.7338577205231643,0.29270601455901146,0.0,131.4526183605194
0207.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0207.mid,204.19223499298096,2025-09-22 10:24:18.976870,1.289611531419128,1.2118996514675622,2.989307135743534,2.989307135743534,3.510820200999158,3.30142325715463,1.1434986706668027,0.7008169321967509,5,3.8461538461538787,1.4595127662315621,1.0,4.625,0.9921567416492215,3.8259493670886076,1.1119399403837735,0.995253164556962,0.006128138206024373,0.0,137.11280345916748
2737.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2737.mid,205.1050956249237,2025-09-22 10:24:19.898852,1.0380022565565215,1.1252992407309712,2.9952465426671213,2.9952465426671213,3.953565664946427,3.4332366396435416,1.6647070055147108,1.443177365757391,12,9.632202746875569,2.1204051659591063,1.0,10.75,0.9682458365518543,9.638673920185617,1.3990607656658713,0.9967105263157895,0.00870312931271246,0.0,133.90707302093506
2797.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2797.mid,162.85104846954346,2025-09-22 10:24:21.241567,0.800930662804368,0.7552028238707433,3.0690380682391725,3.0690380682391725,3.2623918477932468,2.793563457852864,1.1676516844843352,0.9731486329365544,4,3.8799999999999994,0.32496153618543844,1.0,4.0,0.0,3.7734885620915035,0.35354294791592383,0.9709456699346406,0.02912486985862507,0.0,108.74852275848389
0122.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0122.mid,122.78682231903076,2025-09-22 10:24:25.665894,1.0248121409759514,0.7668041813295017,3.4613145313877833,3.4613145313877833,3.77442651328805,2.661630436198715,1.0411360195081616,0.6940622016972519,6,3.7342592592592614,1.1982751521216009,1.0,4.875,1.4523687548277813,4.335440151329914,1.1233079006923583,0.9886363636363636,0.030065355807552176,0.0,77.96142768859863
2169.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2169.mid,212.0069329738617,2025-09-22 10:24:26.797409,1.0551997492693603,0.9094844210248284,2.7967117041581164,2.7967117041581164,3.5811956368173217,3.204718363706011,1.6135147240050545,1.5735762444117172,12,5.4895822332460416,3.5350268981065183,1.0,7.5,3.570714214271425,6.022626513562626,3.0437306296723445,0.9943181818181819,0.015032677903776069,0.0,136.05832076072693
1662.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1662.mid,214.01786971092224,2025-09-22 10:24:28.782706,0.8100059859788925,0.9797773132240123,3.009406238425337,3.009406238425337,3.5726268673347477,3.3412395322493578,1.6802839340977234,1.1823709645909095,6,4.897727272727262,0.4631849406621494,1.0,5.25,0.4330127018922193,5.004937905509918,0.19250985254554112,0.9985795454545454,0.0037581694759440173,0.0,147.9620132446289
1125.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1125.mid,140.36225771903992,2025-09-22 10:24:30.340346,1.3009811369623079,1.0433123927601504,2.8930959623182746,2.8930959623182746,4.000185542884303,3.760149159531494,1.6680932037377014,1.5749107448254143,6,4.156255921939945,1.2997193524960997,1.0,5.25,0.9682458365518543,4.0887015296695175,0.9248711082223797,0.9969512195121951,0.008066314972757905,0.0,90.78611993789673
0239.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0239.mid,146.6433584690094,2025-09-22 10:24:32.311339,0.8695809941658821,0.980776641000998,2.8105473104101497,2.8105473104101497,3.8102975889543766,3.6094962972524134,1.7962866185713129,1.7833784269530164,6,5.405198988751844,0.9163337180208976,1.0,6.0,0.0,5.57122564935065,0.2310815432329763,0.9971590909090909,0.0075163389518880346,0.0,95.3054404258728
0412.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0412.mid,87.22039341926575,2025-09-22 10:24:32.889078,0.9050027430920676,0.8382256091591823,3.0306216079546617,3.0306216079546617,3.086435562452948,3.0717623443014848,2.2788340408342473,2.2155703683843826,5,3.0999999999999996,1.0440306508910548,1.0,4.625,0.6959705453537527,2.9110359207785677,0.47058101496728083,0.9846463585434174,0.012226868418531954,0.0,57.58697867393494
0574.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0574.mid,103.1083152294159,2025-09-22 10:24:34.003016,0.7170303470835474,0.9993412118771626,2.9706840614270704,2.9706840614270704,3.1622164900490146,2.5718076701289094,1.2415101887362598,0.9532275753878565,4,2.6131805157593124,1.5447288776749604,0.5501432664756447,3.25,1.299038105676658,2.4472680097680097,1.2619412724401728,0.49185999185999185,0.4181668238003945,0.0,66.17710661888123
0212.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0212.mid,220.0064718723297,2025-09-22 10:24:34.769250,0.68424561036832,0.9579864787307026,3.3106744938733654,3.3106744938733654,3.310280438066802,3.2575129105082827,1.4334169851505303,0.792439419265836,6,4.946359963444897,0.858379698501281,1.0,5.625,0.6959705453537527,5.099409971487977,0.6373138033012613,0.9903846153846154,0.025439916452544124,0.0,138.62265872955322
0931.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0931.mid,223.99633836746216,2025-09-22 10:24:38.781446,0.8712963415067173,1.0260055750548294,2.8623794483145555,2.8623794483145555,3.6875322097400023,3.583993289965351,0.911057860917157,0.7738015960613867,5,4.39999999999999,1.2000000000000006,1.0,5.0,0.0,4.353395061728395,0.8437379160226881,0.9891975308641975,0.00408294955411204,0.0,150.63021779060364
0353.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0353.mid,90.17113995552063,2025-09-22 10:24:40.517224,0.7432554812808898,1.0145464367915276,3.462964863434743,3.462964863434743,3.78140869929073,3.3369149318817417,1.2076197058875995,1.168776852063958,4,2.2,1.4696938456699074,0.4,2.875,1.4523687548277813,2.0591206179441475,1.001108436769423,0.3764928698752228,0.3398682915336918,0.0,65.4990746974945
2361.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2361.mid,108.78983473777771,2025-09-22 10:24:43.489684,1.1735455378703605,1.3206373542040073,3.061773595067348,3.061773595067348,3.478457126983002,3.0032711702412995,2.0376666727479944,0.9806337296364457,5,4.546874999999996,0.49779788506481276,1.0,4.875,0.33071891388307384,4.494144099947672,0.35229810909988357,0.9697434262166404,0.017176102271986328,0.0,79.57484412193298
1507.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/1507.mid,233.40766286849976,2025-09-22 10:24:48.174147,1.2399405958850935,1.0958550855956566,2.956496512115805,2.956496512115805,3.675234436343527,3.167912670889941,0.9993429152190146,0.8350363957491139,5,4.714285714285713,0.45175395145262753,1.0,4.75,0.4330127018922193,4.654643782962367,0.5063740507699057,0.9791610798247966,0.020050169067540917,0.0,156.95596861839294
0156.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0156.mid,234.65681910514832,2025-09-22 10:24:49.451437,0.9296416556307356,0.9160264077791371,2.916147379515237,2.916147379515237,3.2949323042073675,3.28196931023086,1.4560361651540896,1.19784702877863,6,4.991666666666666,0.6769519103222139,1.0,5.75,0.4330127018922193,5.183553915672294,0.2199274869280377,0.9891528414129801,0.0027575472091347832,0.0,146.67970657348633
2166.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/2166.mid,135.1625030040741,2025-09-22 10:24:54.213433,1.0922209464246793,1.2172845129956236,2.9320360031944586,2.9320360031944586,3.8113350078480592,3.5312611557191227,1.2520586383627896,1.0118923730916412,5,4.465359705898598,0.9750585988607923,0.9662029263872541,4.75,0.4330127018922193,4.399234693877551,0.6100393415427436,0.9512117346938775,0.06302411309551663,0.0,88.28217625617981
0615.mid,aam,/scratch/gilbreth/shang33/AIM/datasets/aam/aam_dataset/0615.mid,242.24896574020386,2025-09-22 10:24:57.049500,0.8422452004927431,1.0820526503872274,3.1848334166456076,3.1848334166456076,3.7003691633595532,3.6278096781751867,0.893262920915472,0.7767792683990848,5,4.854545454545453,0.35255853508482393,1.0,5.0,0.0,4.902504914553107,0.20200710941793965,0.9942442442442443,0.012185414238178047,0.0,164.0213747024536
