model_name,dataset_name,midi_filename,duration_seconds,reference_midi_instruments,transcription_midi_instruments,precision,recall,f_measure,average_overlap_ratio,precision_no_offset,recall_no_offset,f_measure_no_offset,average_overlap_ratio_no_offset,onset_precision,onset_recall,onset_f_measure,offset_precision,offset_recall,offset_f_measure,runtime,file_path,processing_time,timestamp,tonal_certainty_piece,pitch_class_entropy_piece,melodic_interval_entropy_piece,ioi_entropy_piece,max_polyphony,avg_polyphony,std_polyphony,polyphony_density,atc_score,atc_processing_time,atc_error,seg_max_poly,seg_avg_poly,seg_poly_density,seg_poly_std,seg_mean_max_polyphony_measures,seg_std_max_polyphony_measures,seg_mean_avg_polyphony_measures,seg_std_avg_polyphony_measures,seg_mean_polyphony_density_measures,seg_std_polyphony_density_measures
MT3,msmd,BachJS__BWV1006a__bwv-1006a_7.mid,96.502132,2,7,0.74053,0.898851,0.812046,0.96989,0.808712,0.981609,0.886812,0.921794,0.814394,0.988506,0.893043,0.776515,0.942529,0.851506,21.650487,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1006a__bwv-1006a_7/BachJS__BWV1006a__bwv-1006a_7.mid,10.10770320892334,2025-08-05 02:23:03.232670,1.189654040090496,3.023388624093744,4.032396321483964,0.6781858761098132,4.0,1.80826316925734,0.6554686795029181,0.7176165803108808,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1006a__bwv-1006a_7/BachJS__BWV1006a__bwv-1006a_7.mid']' returned non-zero exit status 1.",4,1.80826316925734,0.7176165803108808,0.6554686795029181,3.0,1.0,1.735912122187639,0.0943048409121463,0.695169493373364,0.0910428863976368
MT3,msmd,BachJS__BWV1079__ricercare.mid,369.004263,2,2,0.926119,0.920121,0.92311,0.944679,0.993481,0.987047,0.990253,0.914827,0.995654,0.989206,0.992419,0.940461,0.93437,0.937405,35.259736,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1079__ricercare/BachJS__BWV1079__ricercare.mid,44.6290762424469,2025-08-05 02:23:10.053227,1.4023902853274914,3.428479028839665,4.098001319857584,0.8611894520012073,3.0,2.6229604223125564,0.6097082584897917,0.934278314137308,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1079__ricercare/BachJS__BWV1079__ricercare.mid']' returned non-zero exit status 1.",3,2.6229604223125564,0.934278314137308,0.6097082584897917,3.0,0.0,2.628716142684567,0.3182890432644711,0.9514558005603968,0.0811637554391267
MT3,msmd,BachJS__BWV1080__contrapunctusXII.mid,154.001995,2,2,0.947648,0.946929,0.947289,0.93463,0.995448,0.994693,0.99507,0.911735,0.997724,0.996967,0.997345,0.955994,0.955269,0.955631,26.491942,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXII/BachJS__BWV1080__contrapunctusXII.mid,23.49893069267273,2025-08-05 02:22:25.053177,1.4286318502834956,3.1506025280239203,3.800175755999867,0.2912949472582455,2.0,1.806107954545453,0.4193131686932967,0.815870761183261,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXII/BachJS__BWV1080__contrapunctusXII.mid']' returned non-zero exit status 1.",2,1.806107954545453,0.815870761183261,0.4193131686932967,2.0,0.0,1.7970112559499365,0.0707543731666775,0.8122596350498601,0.0617684890220249
MT3,msmd,BachJS__BWV1080__contrapunctusXIII.mid,124.802902,2,1,0.976721,0.975733,0.976227,0.947576,0.994939,0.993933,0.994436,0.938197,0.995951,0.994944,0.995448,0.977733,0.976744,0.977238,24.271683,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXIII/BachJS__BWV1080__contrapunctusXIII.mid,28.28477644920349,2025-08-05 02:23:10.560637,1.6061079940692973,3.211163092132077,3.711446209553124,1.1626422983412523,2.0,1.825320512820512,0.3880422919585615,0.8285256410256409,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXIII/BachJS__BWV1080__contrapunctusXIII.mid']' returned non-zero exit status 1.",2,1.825320512820512,0.8285256410256409,0.3880422919585615,2.0,0.0,1.8113325758672851,0.2461259841851351,0.8252121798873191,0.2362245342791826
MT3,msmd,BachJS__BWV1080__contrapunctusXIV.mid,268.366077,2,1,0.944888,0.932713,0.938761,0.937673,0.999275,0.986399,0.992795,0.913316,1.0,0.987115,0.993516,0.952139,0.939871,0.945965,29.847096,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXIV/BachJS__BWV1080__contrapunctusXIV.mid,17.84482431411743,2025-08-05 02:22:12.532316,1.3031257330203103,3.116588424277208,3.847914944403966,1.1541988351986725,2.0,1.9181592987804883,0.27412187224556,0.918159298780488,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXIV/BachJS__BWV1080__contrapunctusXIV.mid']' returned non-zero exit status 1.",2,1.9181592987804883,0.918159298780488,0.27412187224556,2.0,0.0,1.935339389224958,0.0402631431220742,0.9384981751304082,0.0382775974959993
MT3,msmd,BachJS__BWV1080__contrapunctusXV.mid,261.603265,2,1,0.953676,0.943959,0.948793,0.957565,0.997794,0.987627,0.992685,0.936085,0.998529,0.988355,0.993416,0.956618,0.94687,0.951719,29.807398,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXV/BachJS__BWV1080__contrapunctusXV.mid,12.058504819869995,2025-08-05 02:22:32.346753,1.3441740673963816,3.340432319153271,4.086221698344279,1.132825095553016,2.0,1.899046731651376,0.3012668351451181,0.8990467316513763,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV1080__contrapunctusXV/BachJS__BWV1080__contrapunctusXV.mid']' returned non-zero exit status 1.",2,1.899046731651376,0.8990467316513763,0.3012668351451181,2.0,0.0,1.9124226074849917,0.051092719350932,0.9152126113973544,0.051911449257019
MT3,msmd,BachJS__BWV117a__BWV-117a.mid,48.002902,2,1,0.952381,0.93617,0.944206,0.948453,1.0,0.982979,0.991416,0.926267,1.0,0.982979,0.991416,0.961039,0.944681,0.95279,18.452063,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV117a__BWV-117a/BachJS__BWV117a__BWV-117a.mid,5.905370235443115,2025-08-05 02:21:56.326773,1.3546426460226604,2.8029806859385187,3.9226154317297386,1.0599467172393229,5.0,2.5225151909722223,0.6161991557190084,0.9997287326388884,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV117a__BWV-117a/BachJS__BWV117a__BWV-117a.mid']' returned non-zero exit status 1.",5,2.5225151909722223,0.9997287326388884,0.6161991557190084,3.0,1.0,2.310074404761905,0.4483594866049682,0.9185466269841268,0.0387730546176712
MT3,msmd,BachJS__BWV259__bwv-259.mid,48.002902,2,1,0.892377,0.872807,0.882483,0.983803,0.991031,0.969298,0.980044,0.940083,0.991031,0.969298,0.980044,0.90583,0.885965,0.895787,17.966756,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV259__bwv-259/BachJS__BWV259__bwv-259.mid,5.845596551895142,2025-08-05 02:22:14.431122,0.8654113499704641,3.0299541572297635,3.4472204103889457,1.1648661330441472,4.0,3.9791666666666665,0.1428261375083548,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV259__bwv-259/BachJS__BWV259__bwv-259.mid']' returned non-zero exit status 1.",4,3.9791666666666665,1.0,0.1428261375083548,4.0,0.0,3.6403846153846153,0.0576888640633625,0.9120629370629372,0.0092293784711996
MT3,msmd,BachJS__BWV269__bwv_269.mid,52.50322,2,2,0.859729,0.855856,0.857788,0.969473,0.972851,0.968468,0.970655,0.913344,0.972851,0.968468,0.970655,0.886878,0.882883,0.884876,18.2846,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV269__bwv_269/BachJS__BWV269__bwv_269.mid,6.8428635597229,2025-08-05 02:22:48.878943,1.5366205834361537,2.751583852079343,3.3985847938473084,1.2366993776622632,4.0,3.9841269841269846,0.1249842519684414,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV269__bwv_269/BachJS__BWV269__bwv_269.mid']' returned non-zero exit status 1.",4,3.9841269841269846,1.0,0.1249842519684414,4.0,0.0,3.944128787878788,0.1194796586515746,0.9886363636363636,0.0300653558075521
MT3,msmd,BachJS__BWV454__bwv_454.mid,59.145578,2,1,0.933333,0.918033,0.92562,0.974627,1.0,0.983607,0.991736,0.942545,1.0,0.983607,0.991736,0.933333,0.918033,0.92562,18.165586,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV454__bwv_454/BachJS__BWV454__bwv_454.mid,4.7507312297821045,2025-08-05 02:22:43.812194,1.2870088446830064,2.901942020769834,3.4331092334629494,1.3350507255705082,2.0,2.0,0.0,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV454__bwv_454/BachJS__BWV454__bwv_454.mid']' returned non-zero exit status 1.",2,2.0,1.0,0.0,2.0,0.0,1.9772727272727275,0.0601307116151043,0.9886363636363636,0.0300653558075521
MT3,msmd,BachJS__BWV462__bwv_462.mid,54.860045,2,1,0.921687,0.874286,0.897361,0.965727,1.0,0.948571,0.973607,0.928714,1.0,0.948571,0.973607,0.927711,0.88,0.903226,18.166153,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV462__bwv_462/BachJS__BWV462__bwv_462.mid,4.100425004959106,2025-08-05 02:21:35.402461,1.2036936983736943,2.855083945648924,3.950200932022621,0.3834249143522759,2.0,2.0,0.0,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV462__bwv_462/BachJS__BWV462__bwv_462.mid']' returned non-zero exit status 1.",2,2.0,1.0,0.0,2.0,0.0,1.8700192577030808,0.0111232413144339,0.9350096288515406,0.0055616206572169
MT3,msmd,BachJS__BWV510__BWV-510.mid,23.003719,2,1,0.915094,0.906542,0.910798,0.96319,1.0,0.990654,0.995305,0.903317,1.0,0.990654,0.995305,0.924528,0.915888,0.920188,17.305124,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV510__BWV-510/BachJS__BWV510__BWV-510.mid,4.967780113220215,2025-08-05 02:22:23.338593,1.2376416008782496,2.87446930535899,3.7814522058648623,0.9992492479956564,5.0,2.5434782608695654,1.174114314468763,0.9782608695652174,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV510__BWV-510/BachJS__BWV510__BWV-510.mid']' returned non-zero exit status 1.",5,2.5434782608695654,0.9782608695652174,1.174114314468763,3.875,1.4523687548277813,2.187229437229437,0.2250530976974793,0.9300595238095238,0.0709776191530465
MT3,msmd,BachJS__BWV511__BWV-511.mid,40.502857,2,1,0.951613,0.944,0.947791,0.983988,0.991935,0.984,0.987952,0.959007,0.991935,0.984,0.987952,0.951613,0.944,0.947791,17.418373,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV511__BWV-511/BachJS__BWV511__BWV-511.mid,3.257441520690918,2025-08-05 02:22:51.444379,1.0926651450080458,2.9084040403406903,3.885848231498086,0.6361746747278898,2.0,1.975244341563786,0.2209845556510565,0.9875900205761317,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV511__BWV-511/BachJS__BWV511__BWV-511.mid']' returned non-zero exit status 1.",2,1.975244341563786,0.9875900205761317,0.2209845556510565,2.0,0.0,1.944551282051282,0.0783409654681377,0.9674679487179488,0.0424189364005244
MT3,msmd,BachJS__BWV512__BWV-512.mid,40.502857,2,1,0.962687,0.955556,0.959108,0.97945,1.0,0.992593,0.996283,0.95373,1.0,0.992593,0.996283,0.962687,0.955556,0.959108,17.598611,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV512__BWV-512/BachJS__BWV512__BWV-512.mid,4.461794376373291,2025-08-05 02:22:52.442208,1.2483229782338707,2.8873890829386104,3.7004233751699767,0.6879401425351048,2.0,1.9753086419753083,0.2208462199999794,0.9876543209876544,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV512__BWV-512/BachJS__BWV512__BWV-512.mid']' returned non-zero exit status 1.",2,1.9753086419753083,0.9876543209876544,0.2208462199999794,2.0,0.0,1.955769230769231,0.0774739887633987,0.9778846153846156,0.0387369943816993
MT3,msmd,BachJS__BWV515__anna-magdalena-20a.mid,27.431474,2,1,0.967391,0.917526,0.941799,0.951312,1.0,0.948454,0.973545,0.933276,1.0,0.948454,0.973545,0.967391,0.917526,0.941799,17.256752,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV515__anna-magdalena-20a/BachJS__BWV515__anna-magdalena-20a.mid,4.470326900482178,2025-08-05 02:21:35.825582,1.4547182026479084,2.983943545138547,3.748824871352452,1.44441658089717,2.0,2.0,0.0,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV515__anna-magdalena-20a/BachJS__BWV515__anna-magdalena-20a.mid']' returned non-zero exit status 1.",2,2.0,1.0,0.0,2.0,0.0,1.7725108225108226,0.1063371398622363,0.8862554112554113,0.0531685699311181
MT3,msmd,BachJS__BWV516__BWV-516.mid,64.002902,2,1,0.960938,0.938931,0.949807,0.979129,0.992188,0.969466,0.980695,0.963618,0.992188,0.969466,0.980695,0.960938,0.938931,0.949807,18.049631,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV516__BWV-516/BachJS__BWV516__BWV-516.mid,6.835488557815552,2025-08-05 02:22:42.389949,1.0247085878248297,3.022675729257252,3.670148174784396,1.7066918558941069,2.0,2.0,0.0,1.0,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV516__BWV-516/BachJS__BWV516__BWV-516.mid']' returned non-zero exit status 1.",2,2.0,1.0,0.0,2.0,0.0,1.809099927849928,0.0310231978450257,0.904549963924964,0.0155115989225128
MT3,msmd,BachJS__BWV772__bach-invention-01.mid,66.004172,2,1,0.95186,0.949782,0.95082,0.944723,0.997812,0.995633,0.996721,0.920471,0.997812,0.995633,0.996721,0.954048,0.951965,0.953005,20.109108,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV772__bach-invention-01/BachJS__BWV772__bach-invention-01.mid,8.404211282730103,2025-08-05 02:21:58.447226,1.0207982851922526,3.102075052096485,3.888418763108055,0.0529593530977214,5.0,2.0028490028490027,0.7376662031991907,0.8660968660968661,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV772__bach-invention-01/BachJS__BWV772__bach-invention-01.mid']' returned non-zero exit status 1.",5,2.0028490028490027,0.8660968660968661,0.7376662031991907,2.375,0.9921567416492216,1.8361742424242424,0.1589818323963104,0.844570707070707,0.1468919554706159
MT3,msmd,BachJS__BWV773__bach-invention-02.mid,101.252063,2,10,0.780619,0.914826,0.842411,0.952417,0.833109,0.976341,0.899056,0.911581,0.851952,0.998423,0.91939,0.812921,0.952681,0.877269,23.516526,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV773__bach-invention-02/BachJS__BWV773__bach-invention-02.mid,12.257213354110718,2025-08-05 02:22:11.462979,1.12937332542736,3.1069076614628366,3.855749769263422,0.0692910613593978,2.0,1.8790697674418604,0.3260461798757535,0.8790697674418605,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV773__bach-invention-02/BachJS__BWV773__bach-invention-02.mid']' returned non-zero exit status 1.",2,1.8790697674418604,0.8790697674418605,0.3260461798757535,2.0,0.0,1.8419334138084136,0.2109910278923415,0.8588273994523995,0.2102471596288
MT3,msmd,BachJS__BWV774__bach-invention-03.mid,66.753016,2,1,0.949084,0.941414,0.945233,0.941265,1.0,0.991919,0.995943,0.913611,1.0,0.991919,0.995943,0.953157,0.945455,0.94929,20.337423,/depot/yunglu/data/transcription/msmd_data/BachJS__BWV774__bach-invention-03/BachJS__BWV774__bach-invention-03.mid,4.992779970169067,2025-08-05 02:22:30.898061,1.0724857759947388,2.986936599293629,3.8434769235501536,0.1655856313642684,2.0,1.8904201779026213,0.3123653064706207,0.8904201779026217,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/msmd_data/BachJS__BWV774__bach-invention-03/BachJS__BWV774__bach-invention-03.mid']' returned non-zero exit status 1.",2,1.8904201779026215,0.8904201779026217,0.3123653064706207,2.0,0.0,1.877260122679888,0.1066129118409097,0.8805495963640987,0.1091022283737377
